id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_name,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,created_at,description,link,combined_type
140853,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,2,2024-02-18,2024-02-18,2024-02-18,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.387220Z,"Palestine: 2 displacements (destroyed housing), 18 February - 18 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Ramallah/Jerusalem on 18 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
141142,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,5,2024-02-18,2024-02-18,2024-02-18,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-06T14:36:03.002343Z,"Palestine: 5 displacements (destroyed housing), 18 February - 18 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced on punitive grounds in Ramallah/Jerusalem on 18 February.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
140856,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,11,2024-02-14,2024-02-14,2024-02-14,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.497250Z,"Palestine: 11 displacements (destroyed housing), 14 February - 14 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced by housing demolitions in Ramallah/Jerusalem on 14 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
140860,Palestine,PSE,31.707121,35.206589,"[31.707121, 35.206589]",Recommended figure,Conflict,total,1,2024-02-13,2024-02-13,2024-02-13,2024,Palestine: International armed conflict (IAC) (Demolitions) - Bethlehem Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.644070Z,"Palestine: 1 displacement (forced to flee), 13 February - 13 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by house confiscations and evictions in Bethlehem on 13 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
140766,Palestine,PSE,31.611019,35.22443,"[31.611019, 35.22443]",Recommended figure,Conflict,total,7,2024-02-13,2024-02-13,2024-02-13,2024,Palestine: Communal violence (Coercive Environment) - Hebron (Kisan) - 13/02/2024,2024-02-13,2024-02-13,,,,,,2024-02-29T16:07:15.653378Z,"Palestine: 7 displacements (forced to flee), 13 February - 13 February. Communal violence resulted in a total of 1 household being forced to flee in Kisan on 13 February, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://reliefweb.int/report/occupied-palestinian-territory/hostilities-gaza-strip-and-israel-flash-update-126-enarhe,Conflict
141136,Palestine,PSE,32.426182,35.25536,"[32.426182, 35.25536]",Recommended figure,Conflict,total,6,2024-02-13,2024-02-13,2024-02-13,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jenin Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-06T14:34:08.775857Z,"Palestine: 6 displacements (destroyed housing), 13 February - 13 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 6 people were displaced by housing demolitions during military operations in Jenin Governorate on 13 February.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
141137,Palestine,PSE,32.426182,35.25536,"[32.426182, 35.25536]",Recommended figure,Conflict,total,27,2024-02-13,2024-02-13,2024-02-13,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jenin Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-06T14:34:08.814180Z,"Palestine: 27 displacements (destroyed housing), 13 February - 13 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 27 people were displaced by housing demolitions during military operations in Jenin Governorate on 13 February.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
140854,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,5,2024-02-10,2024-02-10,2024-02-10,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.422659Z,"Palestine: 5 displacements (destroyed housing), 10 February - 10 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Ramallah/Jerusalem on 10 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
141141,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,7,2024-02-08,2024-02-08,2024-02-08,2024,Palestine: International armed conflict (IAC) (Demolitions) - Hebron Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-06T14:36:02.962696Z,"Palestine: 7 displacements (destroyed housing), 08 February - 08 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced on punitive grounds in Hebron Governorate on 08 February.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
141135,Palestine,PSE,32.327461,35.084259,"[32.327461, 35.084259]",Recommended figure,Conflict,total,35,2024-02-07,2024-02-07,2024-02-07,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-06T14:34:08.735574Z,"Palestine: 35 displacements (destroyed housing), 07 February - 07 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 35 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 07 February.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
140852,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,2,2024-02-06,2024-02-06,2024-02-06,2024,Palestine: International armed conflict (IAC) (Demolitions) - Hebron Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.351619Z,"Palestine: 2 displacements (destroyed housing), 06 February - 06 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Hebron Governorate on 06 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
140855,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,1,2024-02-06,2024-02-06,2024-02-06,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.460184Z,"Palestine: 1 displacement (destroyed housing), 06 February - 06 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by housing demolitions in Ramallah/Jerusalem on 06 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
140850,Palestine,PSE,31.956129,35.47105,"[31.956129, 35.47105]",Recommended figure,Conflict,total,2,2024-02-06,2024-02-06,2024-02-06,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jericho Governorate - 01/02/2024,2024-02-01,2024-02-29,,,,,,2024-03-01T14:54:12.278987Z,"Palestine: 2 displacements (destroyed housing), 06 February - 06 February. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Jericho Governorate on 06 February.",https://demolition.ochaopt.org/Index.aspx,Conflict
138224,Palestine,PSE,32.324221032703186,35.48666147199819,"[32.324221032703186, 35.48666147199819]",Recommended figure,Conflict,total,14,2024-01-31,2024-01-31,2024-01-31,2024,Palestine: Communal violence (Coercive Environment) - Tubas Governorate (Ein Al Hilwa Wadi Al Faw) - 31/01/2024,2024-01-31,2024-01-31,,,,,,2024-02-05T10:09:30.421715Z,"Palestine: 14 displacements, 31 January - 31 January. Communal violence resulted in a total of 2 households being displaced from Ein Al Hilwa Wadi Al Faw as of 31 January, according to West Bank Protection Consortium.",https://www.internal-displacement.org/countries/palestine,Conflict
138555,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,4,2024-01-30,2024-01-30,2024-01-30,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.701889Z,"Palestine: 4 displacements (destroyed housing), 30 January - 30 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 4 people were displaced by housing demolitions in Ramallah/Jerusalem on 30 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138664,Palestine,PSE,32.313782,35.03532,"[32.313782, 35.03532]",Recommended figure,Conflict,total,19,2024-01-30,2024-01-30,2024-01-30,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.288290Z,"Palestine: 19 displacements (destroyed housing), 30 January - 30 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 19 people were displaced by housing demolitions during military operations in Tulkarm Camp on 30 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138663,Palestine,PSE,32.46188,35.297569,"[32.46188, 35.297569]",Recommended figure,Conflict,total,8,2024-01-29,2024-01-29,2024-01-29,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jenin Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.252017Z,"Palestine: 8 displacements (destroyed housing), 29 January - 29 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 8 people were displaced by housing demolitions during military operations in Jenin on 29 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138674,Palestine,PSE,32.1908,35.32328,"[32.1908, 35.32328]",Recommended figure,Conflict,total,5,2024-01-23,2024-01-23,2024-01-23,2024,Palestine: International armed conflict (IAC) (Demolitions) - Nablus Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T08:35:18.520508Z,"Palestine: 5 displacements (destroyed housing), 23 January - 23 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced on punitive grounds in Nablus Governorate on 23 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138553,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,11,2024-01-23,2024-01-23,2024-01-23,2024,Palestine: International armed conflict (IAC) (Demolitions) - Hebron Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.626158Z,"Palestine: 11 displacements (destroyed housing), 23 January - 23 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced by housing demolitions in Hebron Governorate on 23 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138556,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,5,2024-01-21,2024-01-21,2024-01-21,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.737521Z,"Palestine: 5 displacements (destroyed housing), 21 January - 21 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Ramallah/Jerusalem on 21 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138673,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,5,2024-01-21,2024-01-21,2024-01-21,2024,Palestine: International armed conflict (IAC) (Demolitions) - Hebron Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T08:35:18.480389Z,"Palestine: 5 displacements (destroyed housing), 21 January - 21 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced on punitive grounds in Hebron Governorate on 21 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138557,Palestine,PSE,32.1908,35.32328,"[32.1908, 35.32328]",Recommended figure,Conflict,total,18,2024-01-18,2024-01-18,2024-01-18,2024,Palestine: International armed conflict (IAC) (Demolitions) - Nablus Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.772267Z,"Palestine: 18 displacements (destroyed housing), 18 January - 18 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 18 people were displaced by housing demolitions in Nablus Governorate on 18 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138552,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,1,2024-01-17,2024-01-17,2024-01-17,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.583374Z,"Palestine: 1 displacement (destroyed housing), 17 January - 17 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by housing demolitions in Ramallah/Jerusalem on 17 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138661,Palestine,PSE,32.318062,35.056252,"[32.318062, 35.056252]",Recommended figure,Conflict,total,65,2024-01-17,2024-01-17,2024-01-17,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.182221Z,"Palestine: 65 displacements (destroyed housing), 17 January - 17 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 65 people were displaced by housing demolitions during military operations in Nur Shams Refugee camp on 17 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138662,Palestine,PSE,32.313782,35.03532,"[32.313782, 35.03532]",Recommended figure,Conflict,total,88,2024-01-17,2024-01-17,2024-01-17,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.217496Z,"Palestine: 88 displacements (destroyed housing), 17 January - 17 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 88 people were displaced by housing demolitions during military operations in Tulkarm Camp on 17 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138550,Palestine,PSE,32.180759,35.066608,"[32.180759, 35.066608]",Recommended figure,Conflict,total,12,2024-01-15,2024-01-15,2024-01-15,2024,Palestine: International armed conflict (IAC) (Demolitions) - Qalqiliya Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.433706Z,"Palestine: 12 displacements (destroyed housing), 15 January - 15 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced by housing demolitions in Qalqilya Governorate on 15 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
140428,Palestine,PSE,32.460201,35.28817,"[32.460201, 35.28817]",Recommended figure,Conflict,total,1,2024-01-13,2024-01-13,2024-01-13,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-23T10:46:50.814342Z,"Palestine: 1 displacement (destroyed housing), 13 January - 13 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by housing demolitions during military operations in Jenin Refugee Camp on 13 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138549,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,9,2024-01-10,2024-01-10,2024-01-10,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.394420Z,"Palestine: 9 displacements (destroyed housing), 10 January - 10 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 9 people were displaced by housing demolitions in Ramallah/Jerusalem on 10 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138660,Palestine,PSE,32.21986,35.298168,"[32.21986, 35.298168]",Recommended figure,Conflict,total,12,2024-01-09,2024-01-09,2024-01-09,2024,Palestine: International armed conflict (IAC) (Demolitions) - Nablus Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.147039Z,"Palestine: 12 displacements (destroyed housing), 09 January - 09 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced by housing demolitions during military operations in Askar Camp on 09 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138659,Palestine,PSE,32.313782,35.03532,"[32.313782, 35.03532]",Recommended figure,Conflict,total,23,2024-01-08,2024-01-08,2024-01-08,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.106146Z,"Palestine: 23 displacements (destroyed housing), 08 January - 08 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 23 people were displaced by housing demolitions during military operations in Tulkarm Camp on 08 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
137049,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,208000,2024-01-12,2024-01-06,2024-01-12,2024,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2024,2024-01-01,2024-12-31,,,,,,2024-01-26T08:19:30.806223Z,"Palestine: 208,000 displacements, 06 January - 12 January. Due to escalation in the Gaza Strip and Israel, at least 208000 people were displaced within or to Khan Yunis Governorate between 06 January and 12 January, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
137051,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,82000,2024-01-12,2024-01-06,2024-01-12,2024,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2024,2024-01-01,2024-12-31,,,,,,2024-01-26T08:19:30.842048Z,"Palestine: 82,000 displacements, 06 January - 12 January. Due to escalation in the Gaza Strip and Israel, at least 82000 people were displaced within or to Rafah Governorate between 06 January and 12 January, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
137050,Palestine,PSE,31.42005,34.374249,"[31.42005, 34.374249]",Recommended figure,Conflict,more than,4000,2024-01-12,2024-01-06,2024-01-12,2024,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2024,2024-01-01,2024-12-31,,,,,,2024-01-26T08:19:30.823789Z,"Palestine: 4,000 displacements, 06 January - 12 January. Due to escalation in the Gaza Strip and Israel, at least 4000 people were displaced within or to Deir al-Balah Governorate between 06 January and 12 January, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
